year,sex,name,n,prop
1973,F,Helen,1132,.00072842999
1973,F,Emma,418,.00026897999
1973,F,Ida,307,.00019755001
1974,F,Mary,11738,.0074948701
1974,F,Jessica,10654,.00680272
1974,F,Patricia,8036,.0051310901
1974,F,Amanda,7476,.0047735302
1974,F,Deborah,4345,.0027743401
1974,F,Linda,4081,.00260577
1974,F,Ashley,1626,.00103822
1974,F,Helen,1140,.00072791002
1974,F,Betty,1130,.00072151999
1974,F,Dorothy,1099,.00070173002
1974,F,Emma,495,.00031606
1974,F,Ida,302,.00019283
1975,F,Jessica,12928,.0082832603
1975,F,Amanda,12655,.0081083402
1975,F,Mary,10968,.0070274398
1975,F,Patricia,7050,.00451709
1975,F,Linda,3523,.00225727
1975,F,Deborah,3413,.0021867901
1975,F,Ashley,1988,.00127376
1975,F,Helen,1057,.00067724002
1975,F,Betty,1022,.00065482
1975,F,Dorothy,974,.00062405999
1975,F,Emma,478,.00030627
1975,F,Ida,240,.00015377
1976,F,Jessica,18368,.01168549
1976,F,Amanda,15591,.0099187996
1976,F,Mary,10318,.0065641799
1976,F,Patricia,6017,.00382794
1976,F,Linda,3140,.0019976301
1976,F,Deborah,2992,.00190347
1976,F,Ashley,2291,.0014575101
1976,F,Dorothy,983,.00062537001
1976,F,Helen,943,.00059991999
1976,F,Betty,909,.00057829003
1976,F,Emma,414,.00026338
1976,F,Ida,217,.00013805
1977,F,Jessica,24843,.01510281
1977,F,Amanda,18279,.01111235
1977,F,Mary,10659,.0064799301
1977,F,Patricia,5905,.0035898299
1977,F,Linda,2909,.00176847
1977,F,Ashley,2706,.00164506
1977,F,Deborah,2677,.00162743
1977,F,Helen,993,.00060367002
1977,F,Dorothy,934,.00056781003
1977,F,Betty,808,.00049121003
1977,F,Emma,478,.00029058999
1977,F,Ida,250,.00015198
1978,F,Jessica,26103,.01587978
1978,F,Amanda,20519,.01248275
1978,F,Mary,10044,.00611027
1978,F,Patricia,5500,.00334593
1978,F,Ashley,3483,.0021188899
1978,F,Linda,2935,.00178551
1978,F,Deborah,2479,.0015081
1978,F,Helen,925,.00056272
1978,F,Dorothy,913,.00055542
1978,F,Betty,715,.00043496999
1978,F,Emma,444,.00027011
1978,F,Ida,219,.00013323
1979,F,Amanda,31927,.01852846
1979,F,Jessica,27776,.01611948
1979,F,Mary,10559,.0061277901
1979,F,Patricia,5650,.0032789099
1979,F,Ashley,4451,.00258309
1979,F,Linda,2739,.0015895501
1979,F,Deborah,2180,.00126514
1979,F,Dorothy,889,.00051591999
1979,F,Helen,878,.00050954003
1979,F,Betty,711,.00041261999
1979,F,Emma,488,.00028321001
1979,F,Ida,240,.00013928
1980,F,Amanda,35818,.020118389
1980,F,Jessica,33923,.019053999
1980,F,Mary,11475,.0064453199
1980,F,Ashley,7296,.0040980498
1980,F,Patricia,5309,.0029819801
1980,F,Linda,2805,.00157552
1980,F,Deborah,1937,.00108798
1980,F,Helen,910,.00051113003
1980,F,Dorothy,895,.00050271
1980,F,Betty,658,.00036959001
1980,F,Emma,533,.00029937999
1980,F,Ida,209,.00011739
1981,F,Jessica,42532,.02378436
1981,F,Amanda,34374,.019222319
1981,F,Mary,11043,.00617537
1981,F,Ashley,8878,.0049646702
1981,F,Patricia,5285,.00295543
1981,F,Linda,2731,.00152721
1981,F,Deborah,1906,.00106586
1981,F,Helen,897,.00050160999
1981,F,Dorothy,788,.00044065999
1981,F,Betty,662,.0003702
1981,F,Emma,534,.00029862
1981,F,Ida,206,.0001152
1982,F,Jessica,45446,.02505313
1982,F,Amanda,34213,.01886069
1982,F,Ashley,14853,.0081880502
1982,F,Mary,10855,.00598406
1982,F,Patricia,5168,.00284898
1982,F,Linda,2787,.0015364001
1982,F,Deborah,1843,.0010160001
1982,F,Helen,876,.00048290999
1982,F,Dorothy,829,.00045699999
1982,F,Betty,635,.00035006
1982,F,Emma,562,.00030982
1982,F,Ida,205,.00011301
1983,F,Jessica,45282,.02530634
1983,F,Amanda,33753,.018863229
1983,F,Ashley,33293,.01860616
1983,F,Mary,9896,.0055304901
1983,F,Patricia,4923,.0027512701
1983,F,Linda,2474,.00138262
1983,F,Deborah,1606,.00089753
1983,F,Helen,844,.00047167999
1983,F,Dorothy,759,.00042418001
1983,F,Betty,564,.00031520001
1983,F,Emma,551,.00030792999
1983,F,Ida,152,.000084949999
1984,F,Jessica,45855,.025434161
1984,F,Ashley,38770,.021504359
1984,F,Amanda,33907,.018807029
1984,F,Mary,9289,.00515228
1984,F,Patricia,4475,.00248213
1984,F,Linda,2334,.00129459
1984,F,Deborah,1468,.00081424997
1984,F,Helen,858,.00047589999
1984,F,Dorothy,681,.00037773
1984,F,Emma,676,.00037495
1984,F,Betty,504,.00027955
1984,F,Ida,155,.000085970001
1985,F,Jessica,48346,.026190979
1985,F,Ashley,47007,.025465591
1985,F,Amanda,39055,.021157671
1985,F,Mary,9244,.00500785
1985,F,Patricia,4400,.0023836601
1985,F,Linda,2113,.0011447
1985,F,Deborah,1401,.00075897999
1985,F,Emma,944,.00051139999
1985,F,Helen,809,.00043827001
1985,F,Dorothy,719,.00038951001
1985,F,Betty,502,.00027195
1985,F,Ida,153,.000082890001
1986,F,Jessica,52674,.02854888
1986,F,Ashley,49675,.02692345
1986,F,Amanda,40527,.02196531
1986,F,Mary,8506,.0046101799
1986,F,Patricia,4246,.0023012999
1986,F,Linda,1952,.00105797
1986,F,Deborah,1284,.00069592003
1986,F,Emma,1257,.00068127998
1986,F,Helen,766,.00041517001
1986,F,Dorothy,629,.00034090999
1986,F,Betty,407,.00022058999
1986,F,Ida,156,.000084550004
1987,F,Jessica,55991,.029880499
1987,F,Ashley,54851,.02927212
1987,F,Amanda,41786,.02229977
1987,F,Mary,8395,.00448013
1987,F,Patricia,3913,.0020882401
1987,F,Linda,1930,.00102998
1987,F,Emma,1588,.00084746
1987,F,Deborah,1204,.00064252998
1987,F,Helen,816,.00043546999
1987,F,Dorothy,614,.00032766999
1987,F,Betty,435,.00023214
1987,F,Ida,150,.000080049998
1988,F,Jessica,51538,.02680669
1988,F,Ashley,49961,.025986429
1988,F,Amanda,39455,.0205219
1988,F,Mary,8510,.0044263401
1988,F,Patricia,3798,.00197547
1988,F,Linda,1844,.00095913
1988,F,Emma,1788,.00092999998
1988,F,Deborah,1056,.00054926
1988,F,Helen,774,.00040257999
1988,F,Dorothy,608,.00031624001
1988,F,Betty,395,.00020544999
1988,F,Ida,163,.000084779997
1989,F,Jessica,47885,.02403998
1989,F,Ashley,47587,.02389038
1989,F,Amanda,36828,.01848897
1989,F,Mary,8644,.0043396
1989,F,Patricia,3606,.00181034
1989,F,Emma,1935,.00097143999
1989,F,Linda,1843,.00092525
1989,F,Deborah,1076,.00054019003
1989,F,Helen,857,.00043024
1989,F,Dorothy,620,.00031126
1989,F,Betty,399,.00020030999
1989,F,Ida,134,.000067269997
1990,F,Jessica,46475,.022627
1990,F,Ashley,45558,.02218055
1990,F,Amanda,34408,.01675201
1990,F,Mary,8666,.0042191599
1990,F,Patricia,3578,.001742
1990,F,Emma,2417,.0011767501
1990,F,Linda,1659,.00080770999
1990,F,Deborah,1094,.00053263002
1990,F,Helen,862,.00041968
1990,F,Dorothy,596,.00029016999
1990,F,Betty,406,.00019767
1990,F,Ida,121,.000058909998
1991,F,Ashley,43479,.0213854
1991,F,Jessica,43397,.02134507
1991,F,Amanda,28889,.01420922
1991,F,Mary,8760,.00430866
1991,F,Patricia,3417,.00168067
1991,F,Emma,2592,.00127489
1991,F,Linda,1608,.00079090003
1991,F,Deborah,1015,.00049922999
1991,F,Helen,773,.00038020001
1991,F,Dorothy,498,.00024493999
1991,F,Betty,346,.00017018001
1991,F,Ida,115,.000056559998
1992,F,Ashley,38452,.019184779
1992,F,Jessica,38354,.019135891
1992,F,Amanda,25033,.01248967
1992,F,Mary,8458,.0042199302
1992,F,Emma,3209,.00160106
1992,F,Patricia,2951,.00147234
1992,F,Linda,1580,.00078831002
1992,F,Deborah,919,.00045851001
1992,F,Helen,827,.00041261001
1992,F,Dorothy,510,.00025444999
1992,F,Betty,296,.00014768
1992,F,Ida,135,.000067360001
1993,F,Jessica,34988,.01774982
1993,F,Ashley,34850,.017679811
1993,F,Amanda,20810,.01055715
1993,F,Mary,8119,.0041188598
1993,F,Emma,4104,.00208201
1993,F,Patricia,2660,.00134945
1993,F,Linda,1488,.00075488002
1993,F,Helen,868,.00044035001
1993,F,Deborah,796,.00040382001
1993,F,Dorothy,476,.00024148
1993,F,Betty,292,.00014813
1993,F,Ida,107,.000054280001
1994,F,Jessica,32117,.016478499
1994,F,Ashley,30278,.01553495
1994,F,Amanda,18717,.0096032703
1994,F,Mary,7751,.0039768601
1994,F,Emma,4763,.00244379
1994,F,Patricia,2363,.0012124
1994,F,Linda,1283,.00065827998
1994,F,Helen,849,.0004356
1994,F,Deborah,739,.00037915999
1994,F,Dorothy,442,.00022678
1994,F,Betty,276,.00014161
1994,F,Ida,107,.0000549
1995,F,Jessica,27935,.01454026
1995,F,Ashley,26602,.01384642
1995,F,Amanda,16350,.0085102301
1995,F,Mary,7452,.00387879
1995,F,Emma,5044,.00262542
1995,F,Patricia,2161,.00112481
1995,F,Linda,1234,.0006423
1995,F,Helen,836,.00043514001
1995,F,Deborah,659,.00034301
1995,F,Dorothy,376,.00019571
1995,F,Betty,235,.00012231999
1995,F,Ida,100,.00005205
1996,F,Jessica,24194,.01262154
1996,F,Ashley,23677,.01235183
1996,F,Amanda,13974,.00728996
1996,F,Mary,6956,.0036288099
1996,F,Emma,6143,.00320468
1996,F,Patricia,1970,.00102771
1996,F,Linda,987,.00051490002
1996,F,Helen,900,.00046951001
1996,F,Deborah,634,.00033074999
1996,F,Dorothy,350,.00018259
1996,F,Betty,218,.00011373
1996,F,Ida,102,.000053209998
1997,F,Jessica,21043,.01102416
1997,F,Ashley,20895,.01094662
1997,F,Amanda,12242,.00641343
1997,F,Emma,7739,.0040543601
1997,F,Mary,6636,.0034765201
1997,F,Patricia,1781,.00093303999
1997,F,Linda,1098,.00057522999
1997,F,Helen,812,.00042540001
1997,F,Deborah,638,.00033424
1997,F,Dorothy,315,.00016502
1997,F,Betty,189,.000099010002
1997,F,Ida,95,.000049769998
1998,F,Ashley,19874,.01025486
1998,F,Jessica,18235,.0094091501
1998,F,Amanda,10912,.0056305202
1998,F,Emma,10437,.0053854301
1998,F,Mary,6443,.0033245501
1998,F,Patricia,1704,.00087925
1998,F,Linda,971,.00050103001
1998,F,Helen,832,.00042930999
1998,F,Deborah,553,.00028534001
1998,F,Dorothy,312,.00016099001
1998,F,Betty,197,.00010165
1998,F,Ida,95,.00004902
1999,F,Ashley,18136,.0093186498
1999,F,Jessica,16348,.0083999401
1999,F,Emma,11728,.0060260901
1999,F,Amanda,9742,.00500564
1999,F,Mary,6372,.0032740701
1999,F,Patricia,1532,.00078717002
1999,F,Linda,900,.00046243999
1999,F,Helen,841,.00043212
1999,F,Deborah,524,.00026924
1999,F,Dorothy,335,.00017213001
1999,F,Betty,182,.000093520001
1999,F,Ida,70,.000035969999
2000,F,Ashley,17997,.0090215905
2000,F,Jessica,15709,.0078746602
2000,F,Emma,12548,.0062901
2000,F,Amanda,8552,.00428697
2000,F,Mary,6192,.00310394
2000,F,Patricia,1392,.00069779
2000,F,Helen,890,.00044614001
2000,F,Linda,850,.00042609
2000,F,Deborah,546,.00027369999
2000,F,Dorothy,313,.0001569
2000,F,Betty,174,.000087220003
2000,F,Ida,90,.000045119999
2001,F,Ashley,16526,.0083462996
2001,F,Jessica,13920,.0070301602
2001,F,Emma,13307,.0067205699
2001,F,Amanda,6966,.0035181099
2001,F,Mary,5729,.0028933799
2001,F,Patricia,1223,.00061766
2001,F,Helen,884,.00044646001
2001,F,Linda,837,.00042272001
2001,F,Deborah,490,.00024746999
2001,F,Dorothy,319,.00016111
2001,F,Betty,154,.000077780001
2001,F,Ida,90,.00004545
2002,F,Emma,16538,.0083780997
2002,F,Ashley,15342,.0077722101
2002,F,Jessica,11913,.00603509
2002,F,Amanda,6133,.0031069601
2002,F,Mary,5460,.0027660199
2002,F,Patricia,1113,.00056383997
2002,F,Helen,875,.00044326999
2002,F,Linda,769,.00038956999
2002,F,Deborah,474,.00024013
2002,F,Dorothy,263,.00013323
2002,F,Betty,128,.000064840002
2002,F,Ida,74,.000037490001
2003,F,Emma,22704,.0113214
2003,F,Ashley,14513,.0072369399
2003,F,Jessica,10448,.00520992
2003,F,Amanda,5339,.0026622999
2003,F,Mary,5016,.00250124
2003,F,Patricia,1012,.00050463999
2003,F,Helen,783,.00039043999
2003,F,Linda,741,.00036949999
2003,F,Deborah,421,.00020993
2003,F,Dorothy,291,.00014511
2003,F,Betty,143,.000071310002
2003,F,Ida,84,.000041890002
2004,F,Emma,21606,.01071415
2004,F,Ashley,14372,.0071268999
2004,F,Jessica,9471,.0046965498
2004,F,Mary,4809,.0023847199
2004,F,Amanda,4679,.00232026
2004,F,Patricia,997,.00049439998
2004,F,Helen,861,.00042696
2004,F,Linda,727,.00036050999
2004,F,Deborah,427,.00021174
2004,F,Dorothy,289,.00014331
2004,F,Betty,137,.000067939996
2004,F,Ida,80,.000039670002
2005,F,Emma,20339,.01002823
2005,F,Ashley,13274,.0065448
2005,F,Jessica,8111,.0039991601
2005,F,Mary,4454,.00219606
2005,F,Amanda,4089,.0020161001
2005,F,Helen,960,.00047333
2005,F,Patricia,879,.00043339
2005,F,Linda,749,.00036929999
2005,F,Deborah,425,.00020954999
2005,F,Dorothy,234,.00011537
2005,F,Betty,132,.000065079999
2005,F,Ida,87,.000042899999
2006,F,Emma,19114,.0091496203
2006,F,Ashley,12345,.0059093898
2006,F,Jessica,6810,.00325986
2006,F,Mary,4090,.00195783
2006,F,Amanda,3356,.00160647
2006,F,Helen,949,.00045426999
2006,F,Patricia,775,.00037098001
2006,F,Linda,700,.00033508
2006,F,Deborah,424,.00020296
2006,F,Dorothy,265,.00012685001
2006,F,Betty,137,.000065580003
2006,F,Ida,84,.000040210001
2007,F,Emma,18372,.0086873602
2007,F,Ashley,11425,.0054024099
2007,F,Jessica,5708,.0026990799
2007,F,Mary,3679,.00173965
2007,F,Amanda,3041,.00143796
2007,F,Helen,931,.00044023001
2007,F,Patricia,725,.00034282001
2007,F,Linda,660,.00031209001
2007,F,Deborah,372,.0001759
2007,F,Dorothy,262,.00012389
2007,F,Betty,134,.000063359999
2007,F,Ida,94,.00004445
2008,F,Emma,18809,.0090387501
2008,F,Ashley,9403,.00451865
2008,F,Jessica,4735,.0022754299
2008,F,Mary,3497,.0016805
2008,F,Amanda,2441,.00117303
2008,F,Helen,885,.00042529
2008,F,Patricia,629,.00030227
2008,F,Linda,613,.00029458001
2008,F,Deborah,355,.0001706
2008,F,Dorothy,242,.00011629
2008,F,Betty,137,.000065840002
2008,F,Ida,99,.00004757
2009,F,Emma,17892,.0088443896
2009,F,Ashley,7813,.00386213
2009,F,Jessica,3796,.00187644
2009,F,Mary,3160,.00156205
2009,F,Amanda,1955,.00096640002
2009,F,Helen,826,.00040831001
2009,F,Patricia,564,.0002788
2009,F,Linda,551,.00027237
2009,F,Deborah,346,.00017104
2009,F,Dorothy,226,.00011172
2009,F,Betty,149,.000073650001
2009,F,Ida,95,.000046960002
2010,F,Emma,17338,.0088536702
2010,F,Ashley,6312,.0032232299
2010,F,Jessica,3196,.00163204
2010,F,Mary,2866,.00146353
2010,F,Amanda,1656,.00084564002
2010,F,Helen,703,.00035898999
2010,F,Patricia,479,.0002446
2010,F,Linda,477,.00024358
2010,F,Deborah,354,.00018077
2010,F,Dorothy,242,.00012358
2010,F,Betty,134,.000068430003
2010,F,Ida,102,.000052089999
2011,F,Emma,18797,.0097139804
2011,F,Ashley,5398,.0027896001
2011,F,Mary,2706,.00139842
2011,F,Jessica,2620,.00135397
2011,F,Amanda,1411,.00072918
2011,F,Helen,730,.00037724999
2011,F,Linda,489,.00025270999
2011,F,Patricia,429,.0002217
2011,F,Deborah,332,.00017157001
2011,F,Dorothy,278,.00014367
2011,F,Betty,167,.000086300002
2011,F,Ida,94,.000048580001
2012,F,Emma,20934,.01081168
2012,F,Ashley,4698,.00242635
2012,F,Mary,2574,.00132938
2012,F,Jessica,2332,.0012044
2012,F,Amanda,1230,.00063525001
2012,F,Helen,772,.00039870999
2012,F,Linda,448,.00023138001
2012,F,Patricia,395,.000204
2012,F,Deborah,337,.00017405
2012,F,Dorothy,277,.00014306
2012,F,Betty,140,.000072310002
2012,F,Ida,99,.000051129999
2013,F,Emma,20936,.01088231
2013,F,Ashley,3937,.00204641
2013,F,Mary,2646,.0013753599
2013,F,Jessica,1947,.0010120301
2013,F,Amanda,1067,.00055462
2013,F,Helen,739,.00038412001
2013,F,Linda,443,.00023027
2013,F,Patricia,419,.00021779
2013,F,Dorothy,335,.00017412999
2013,F,Deborah,330,.00017153
2013,F,Betty,175,.000090959998
2013,F,Ida,118,.000061339997
2014,F,Emma,20924,.01072117
2014,F,Ashley,3554,.00182102
2014,F,Mary,2630,.00134758
2014,F,Jessica,1796,.00092025002
2014,F,Amanda,1051,.00053851999
2014,F,Helen,802,.00041092999
2014,F,Linda,470,.00024081999
2014,F,Dorothy,384,.00019676
2014,F,Patricia,379,.00019419
2014,F,Deborah,372,.00019060999
2014,F,Betty,193,.000098889999
2014,F,Ida,149,.000076349999
2015,F,Emma,20435,.01050471
2015,F,Ashley,3423,.00175961
2015,F,Mary,2624,.00134888
2015,F,Jessica,1585,.00081478001
2015,F,Amanda,1022,.00052536
2015,F,Helen,765,.00039325
2015,F,Linda,425,.00021847
2015,F,Dorothy,397,.00020408
2015,F,Deborah,348,.00017889
2015,F,Patricia,348,.00017889
2015,F,Betty,191,.000098179997
2015,F,Ida,159,.000081730002
2016,F,Emma,19471,.01009677
2016,F,Ashley,3036,.00157433
2016,F,Mary,2504,.0012984599
2016,F,Jessica,1379,.00071509002
2016,F,Amanda,996,.00051648001
2016,F,Helen,815,.00042262001
2016,F,Dorothy,452,.00023439
2016,F,Linda,436,.00022608999
2016,F,Patricia,383,.00019861
2016,F,Deborah,349,.00018098
2016,F,Ida,194,.0001006
2016,F,Betty,177,.000091779999
2017,F,Emma,19738,.0105275
2017,F,Ashley,2517,.0013424699
2017,F,Mary,2381,.0012699401
2017,F,Jessica,1271,.00067789998
2017,F,Amanda,954,.00050883001
2017,F,Helen,758,.00040429001
2017,F,Dorothy,498,.00026561
2017,F,Linda,404,.00021548
2017,F,Deborah,353,.00018828
2017,F,Patricia,302,.00016108
2017,F,Ida,177,.000094410003
2017,F,Betty,175,.000093340001
